District,School,School Type,Overall Points,Overall Possible,Grade,All Students Participation,Below Proficient Participation,Growth ELA All Students,Growth ELA All Students Possible,Growth Math All Students,Growth Math All Students Possible,Growth Science All Students,Growth Science All Students Possible,Growth ELA Below Proficient,Growth ELA Below Proficient Possible,Growth Math Below Proficient,Growth Math Below Proficient Possible,Growth Science Below Proficient,Growth Science Below Proficient Possible,ELA Proficient,ELA Proficient Possible,Math Proficient,Math Proficient Possible,Science Proficient,Science Proficient Possible,College Career Readiness GRAD,College Career Readiness GRAD Possible,Number of Students Meeting All Four CCR Benchmarks ACT,College Career Readiness ACT Possible
EARLY LIGHT ACADEMY AT DAYBREAK,EARLY LIGHT ACADEMY AT DAYBREAK,Elem/Middle/Jr High School,335,600,B,100%,100%,33,50,28,50,33,50,32,50,32,50,31,50,48,100,45,100,53,100,NA,NA,NA,NA
EAST HOLLYWOOD HIGH,EAST HOLLYWOOD HIGH,High School Report,357,900,D,97.13%,97.62%,25,50,30,50,37,50,36,50,30,50,38,50,21,100,9,100,18,100,107,150,6,150
EDITH BOWEN LABORATORY SCHOOL,EDITH BOWEN LABORATORY SCHOOL,Elem/Middle/Jr High School,283,600,C,100%,100%,18,50,0,50,31,50,NA,NA,NA,NA,75,150,55,100,50,100,54,100,NA,NA,NA,NA
EMERY DISTRICT,BOOK CLIFF SCHOOL,Elem/Middle/Jr High School,287,600,C,98.62%,97.4%,25,50,29,50,44,50,28,50,30,50,41,50,25,100,25,100,40,100,NA,NA,NA,NA
EMERY DISTRICT,CANYON VIEW JR HIGH,Elem/Middle/Jr High School,261,600,C,99.49%,98.32%,21,50,26,50,31,50,15,50,20,50,34,50,32,100,37,100,45,100,NA,NA,NA,NA
EMERY DISTRICT,CASTLE DALE SCHOOL,Elem/Middle/Jr High School,310,600,B,99.43%,100%,28,50,29,50,40,50,25,50,35,50,39,50,40,100,40,100,34,100,NA,NA,NA,NA
EMERY DISTRICT,CLEVELAND SCHOOL,Elem/Middle/Jr High School,329,600,B,100%,100%,28,50,18,50,29,50,NA,NA,NA,NA,105,150,56,100,57,100,36,100,NA,NA,NA,NA
EMERY DISTRICT,COTTONWOOD SCHOOL,Elem/Middle/Jr High School,249,600,C,100%,100%,26,50,18,50,32,50,48,75,15,75,NA,NA,36,100,35,100,39,100,NA,NA,NA,NA
EMERY DISTRICT,EMERY HIGH,High School Report,435,900,C,100%,100%,29,50,32,50,27,50,33,50,27,50,26,50,39,100,25,100,36,100,140,150,21,150
EMERY DISTRICT,FERRON SCHOOL,Elem/Middle/Jr High School,332,600,B,100%,100%,32,50,22,50,26,50,NA,NA,NA,NA,104,150,56,100,46,100,46,100,NA,NA,NA,NA
EMERY DISTRICT,GREEN RIVER HIGH,High School Report,458,900,B,100%,100%,38,50,27,50,35,50,29,50,33,50,38,50,38,100,28,100,35,100,143,150,14,150
EMERY DISTRICT,HUNTINGTON SCHOOL,Elem/Middle/Jr High School,266,600,C,99.61%,100%,24,50,20,50,20,50,34,50,19,50,28,50,34,100,47,100,40,100,NA,NA,NA,NA
EMERY DISTRICT,SAN RAFAEL JR HIGH,Elem/Middle/Jr High School,234,600,C,100%,100%,24,50,20,50,21,50,22,50,26,50,20,50,36,100,36,100,29,100,NA,NA,NA,NA
ENDEAVOR HALL,ENDEAVOR HALL,Elem/Middle/Jr High School,263,600,C,100%,100%,26,50,36,50,32,50,29,50,37,50,32,50,22,100,29,100,20,100,NA,NA,NA,NA
ENTHEOS ACADEMY,ENTHEOS ACADEMY,Elem/Middle/Jr High School,290,600,C,100%,100%,32,50,32,50,29,50,33,50,32,50,31,50,40,100,29,100,32,100,NA,NA,NA,NA
ENTHEOS ACADEMY,ENTHEOS ACADEMY MAGNA,Elem/Middle/Jr High School,193,600,D,100%,100%,24,50,23,50,27,50,22,50,23,50,31,50,16,100,12,100,15,100,NA,NA,NA,NA
EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Elem/Middle/Jr High School,310,600,B,100%,100%,21,50,33,50,33,50,27,50,22,50,33,50,43,100,44,100,54,100,NA,NA,NA,NA
FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Elem/Middle/Jr High School,336,600,B,100%,100%,32,50,26,50,32,50,37,50,29,50,38,50,52,100,36,100,54,100,NA,NA,NA,NA
GARFIELD DISTRICT,BRYCE VALLEY HIGH,High School Report,526,900,B,100%,100%,26,50,41,50,29,50,60,75,NA,NA,54,75,38,100,54,100,44,100,144,150,36,150
GARFIELD DISTRICT,BRYCE VALLEY SCHOOL,Elem/Middle/Jr High School,235,600,C,100%,100%,18,50,23,50,22,50,19,50,17,50,18,50,42,100,39,100,37,100,NA,NA,NA,NA
GARFIELD DISTRICT,ESCALANTE HIGH,High School Report,385,900,C,100%,100%,30,50,24,50,24,50,NA,NA,66,150,NA,NA,41,100,20,100,46,100,122,150,12,150
GARFIELD DISTRICT,ESCALANTE SCHOOL,Elem/Middle/Jr High School,452,600,A,100%,100%,75,100,88,100,90,100,NA,NA,NA,NA,NA,NA,68,100,65,100,66,100,NA,NA,NA,NA
GARFIELD DISTRICT,PANGUITCH HIGH,High School Report,400,900,C,99.67%,100%,25,50,12,50,26,50,NA,NA,34,75,45,75,42,100,23,100,29,100,125,150,39,150
GARFIELD DISTRICT,PANGUITCH MIDDLE,Elem/Middle/Jr High School,252,600,C,100%,100%,28,50,20,50,19,50,NA,NA,NA,NA,83,150,43,100,36,100,23,100,NA,NA,NA,NA
GARFIELD DISTRICT,PANGUITCH SCHOOL,Elem/Middle/Jr High School,266,600,C,99.75%,100%,20,50,28,50,17,50,75,150,NA,NA,NA,NA,40,100,51,100,35,100,NA,NA,NA,NA
GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Elem/Middle/Jr High School,245,600,C,99.87%,99.64%,28,50,30,50,29,50,28,50,30,50,31,50,30,100,17,100,22,100,NA,NA,NA,NA
GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Elem/Middle/Jr High School,411,600,A,99.93%,98.44%,35,50,39,50,37,50,51,75,NA,NA,51,75,63,100,72,100,63,100,NA,NA,NA,NA
GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Elem/Middle/Jr High School,232,600,C,99.67%,100%,27,50,23,50,26,50,NA,NA,25,75,28,75,43,100,29,100,31,100,NA,NA,NA,NA
GRAND DISTRICT,GRAND COUNTY HIGH,High School Report,352,900,F,99.51%,100%,18,50,24,50,19,50,27,50,21,50,22,50,23,100,23,100,32,100,119,150,24,150
GRAND DISTRICT,GRAND COUNTY MIDDLE,Elem/Middle/Jr High School,315,600,B,100%,100%,33,50,32,50,32,50,33,50,35,50,36,50,41,100,31,100,42,100,NA,NA,NA,NA
GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Elem/Middle/Jr High School,253,600,C,100%,100%,23,50,21,50,33,50,23,50,16,50,29,50,35,100,31,100,42,100,NA,NA,NA,NA
GRANITE DISTRICT,ACADEMY PARK SCHOOL,Elem/Middle/Jr High School,195,600,D,99.59%,100%,20,50,25,50,25,50,25,50,26,50,25,50,15,100,19,100,15,100,NA,NA,NA,NA
GRANITE DISTRICT,ARCADIA SCHOOL,Elem/Middle/Jr High School,261,600,C,99.28%,99.24%,27,50,37,50,29,50,28,50,36,50,27,50,23,100,32,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,BEEHIVE SCHOOL,Elem/Middle/Jr High School,306,600,B,99.67%,100%,34,50,41,50,38,50,37,50,42,50,38,50,22,100,27,100,27,100,NA,NA,NA,NA
GRANITE DISTRICT,BENNION JR HIGH,Elem/Middle/Jr High School,289,600,C,99.54%,99.36%,25,50,33,50,27,50,29,50,35,50,29,50,34,100,42,100,35,100,NA,NA,NA,NA
GRANITE DISTRICT,BENNION SCHOOL,Elem/Middle/Jr High School,320,600,B,99.7%,100%,30,50,35,50,40,50,33,50,34,50,40,50,29,100,36,100,43,100,NA,NA,NA,NA
GRANITE DISTRICT,BONNEVILLE JR HIGH,Elem/Middle/Jr High School,299,600,C,99.43%,99.65%,28,50,33,50,31,50,27,50,31,50,30,50,39,100,39,100,41,100,NA,NA,NA,NA
GRANITE DISTRICT,BROCKBANK JR HIGH,Elem/Middle/Jr High School,202,600,D,98.81%,98.59%,20,50,19,50,26,50,28,50,26,50,26,50,18,100,17,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,Elem/Middle/Jr High School,320,600,B,100%,100%,28,50,28,50,29,50,34,50,24,50,33,50,44,100,46,100,54,100,NA,NA,NA,NA
GRANITE DISTRICT,CARL SANDBURG SCHOOL,Elem/Middle/Jr High School,285,600,C,99.41%,98.9%,27,50,37,50,33,50,30,50,38,50,32,50,26,100,29,100,33,100,NA,NA,NA,NA
GRANITE DISTRICT,CHURCHILL JR HIGH,Elem/Middle/Jr High School,305,600,B,100%,100%,30,50,24,50,24,50,21,50,30,50,23,50,56,100,45,100,52,100,NA,NA,NA,NA
GRANITE DISTRICT,COPPER HILLS SCHOOL,Elem/Middle/Jr High School,250,600,C,99.39%,99.57%,25,50,25,50,25,50,30,50,28,50,28,50,27,100,36,100,26,100,NA,NA,NA,NA
GRANITE DISTRICT,COTTONWOOD HIGH,High School Report,374,900,D,99.89%,99.76%,27,50,28,50,23,50,28,50,32,50,23,50,26,100,16,100,22,100,114,150,35,150
GRANITE DISTRICT,COTTONWOOD SCHOOL,Elem/Middle/Jr High School,367,600,B,99.74%,98.21%,31,50,35,50,24,50,38,50,26,50,27,50,60,100,62,100,64,100,NA,NA,NA,NA
GRANITE DISTRICT,CRESTVIEW SCHOOL,Elem/Middle/Jr High School,404,600,A,100%,100%,33,50,35,50,40,50,32,50,39,50,41,50,58,100,59,100,67,100,NA,NA,NA,NA
GRANITE DISTRICT,CYPRUS HIGH,High School Report,344,900,F,98.14%,97.23%,26,50,25,50,28,50,30,50,28,50,25,50,22,100,4,100,21,100,112,150,23,150
GRANITE DISTRICT,DAVID GOURLEY SCHOOL,Elem/Middle/Jr High School,215,600,D,99.79%,100%,27,50,28,50,26,50,24,50,28,50,28,50,16,100,23,100,15,100,NA,NA,NA,NA
GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,Elem/Middle/Jr High School,326,600,B,100%,100%,26,50,34,50,38,50,27,50,36,50,37,50,40,100,48,100,40,100,NA,NA,NA,NA
GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,Elem/Middle/Jr High School,247,600,C,99.9%,100%,27,50,28,50,29,50,31,50,29,50,28,50,20,100,26,100,29,100,NA,NA,NA,NA
GRANITE DISTRICT,EASTWOOD SCHOOL,Elem/Middle/Jr High School,420,600,A,99.59%,97.7%,37,50,39,50,41,50,34,50,33,50,45,50,63,100,63,100,65,100,NA,NA,NA,NA
GRANITE DISTRICT,EISENHOWER JR HIGH,Elem/Middle/Jr High School,226,600,D,99.38%,99.23%,25,50,26,50,28,50,24,50,23,50,26,50,24,100,22,100,28,100,NA,NA,NA,NA
GRANITE DISTRICT,ELK RUN ELEMENTARY,Elem/Middle/Jr High School,243,600,C,99.82%,99.24%,27,50,27,50,25,50,33,50,27,50,25,50,24,100,31,100,24,100,NA,NA,NA,NA
GRANITE DISTRICT,EVERGREEN JR HIGH,Elem/Middle/Jr High School,275,600,C,98.87%,98.02%,31,50,25,50,24,50,30,50,24,50,24,50,46,100,36,100,35,100,NA,NA,NA,NA
GRANITE DISTRICT,FOX HILLS SCHOOL,Elem/Middle/Jr High School,294,600,C,99.84%,99.62%,23,50,34,50,31,50,18,50,25,50,27,50,43,100,51,100,42,100,NA,NA,NA,NA
GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,Elem/Middle/Jr High School,279,600,C,99.74%,100%,28,50,35,50,32,50,31,50,34,50,35,50,25,100,32,100,27,100,NA,NA,NA,NA
GRANITE DISTRICT,GRANGER HIGH,High School Report,312,900,F,99.54%,99.75%,25,50,27,50,27,50,28,50,28,50,25,50,16,100,8,100,15,100,104,150,9,150
GRANITE DISTRICT,GRANGER SCHOOL,Elem/Middle/Jr High School,195,600,D,99.86%,100%,24,50,21,50,22,50,27,50,25,50,24,50,16,100,18,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,GRANITE PARK JR HIGH,Elem/Middle/Jr High School,231,600,C,97.82%,97.57%,34,50,24,50,34,50,35,50,28,50,32,50,18,100,9,100,17,100,NA,NA,NA,NA
GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,Elem/Middle/Jr High School,200,600,F,88.52%,93.94%,24,50,22,50,26,50,23,50,23,50,22,50,17,100,21,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,HARTVIGSEN SCHOOL,High School Report,0,0,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,150,NA,NA
GRANITE DISTRICT,HILLSDALE SCHOOL,Elem/Middle/Jr High School,214,600,D,99.47%,99.38%,28,50,22,50,26,50,29,50,24,50,29,50,19,100,22,100,15,100,NA,NA,NA,NA
GRANITE DISTRICT,HILLSIDE SCHOOL,Elem/Middle/Jr High School,223,600,D,100%,100%,22,50,34,50,29,50,24,50,33,50,30,50,16,100,17,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,HOWARD R DRIGGS SCHOOL,Elem/Middle/Jr High School,421,600,A,99.71%,100%,34,50,39,50,43,50,35,50,35,50,41,50,66,100,69,100,59,100,NA,NA,NA,NA
GRANITE DISTRICT,HUNTER HIGH,High School Report,349,900,F,98.55%,96.51%,23,50,28,50,26,50,27,50,29,50,26,50,20,100,17,100,17,100,123,150,13,150
GRANITE DISTRICT,HUNTER JR HIGH,Elem/Middle/Jr High School,208,600,D,98.84%,97.81%,20,50,21,50,31,50,22,50,23,50,30,50,17,100,16,100,28,100,NA,NA,NA,NA
GRANITE DISTRICT,HUNTER SCHOOL,Elem/Middle/Jr High School,279,600,C,100%,100%,30,50,34,50,32,50,30,50,34,50,30,50,26,100,33,100,30,100,NA,NA,NA,NA
GRANITE DISTRICT,JACKLING SCHOOL,Elem/Middle/Jr High School,200,600,D,100%,100%,24,50,20,50,30,50,27,50,20,50,29,50,14,100,19,100,17,100,NA,NA,NA,NA
GRANITE DISTRICT,JAMES E MOSS SCHOOL,Elem/Middle/Jr High School,220,600,D,99.74%,100%,26,50,29,50,29,50,25,50,31,50,24,50,18,100,24,100,14,100,NA,NA,NA,NA
GRANITE DISTRICT,JIM BRIDGER SCHOOL,Elem/Middle/Jr High School,269,600,C,100%,100%,30,50,32,50,32,50,31,50,36,50,33,50,27,100,29,100,19,100,NA,NA,NA,NA
GRANITE DISTRICT,JOHN C FREMONT SCHOOL,Elem/Middle/Jr High School,276,600,C,100%,100%,28,50,27,50,38,50,30,50,33,50,35,50,27,100,27,100,31,100,NA,NA,NA,NA
GRANITE DISTRICT,JOHN F. KENNEDY JR HIGH,Elem/Middle/Jr High School,203,600,D,98.93%,99.3%,25,50,24,50,25,50,25,50,26,50,25,50,20,100,15,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,KEARNS HIGH,High School Report,358,900,D,98.94%,97.95%,32,50,26,50,32,50,35,50,32,50,31,50,21,100,11,100,23,100,99,150,16,150
GRANITE DISTRICT,KEARNS JR HIGH,Elem/Middle/Jr High School,238,600,C,99.54%,99.03%,26,50,26,50,34,50,31,50,31,50,34,50,18,100,13,100,25,100,NA,NA,NA,NA
GRANITE DISTRICT,LAKE RIDGE SCHOOL,Elem/Middle/Jr High School,255,600,C,100%,100%,25,50,29,50,34,50,28,50,26,50,32,50,25,100,33,100,23,100,NA,NA,NA,NA
GRANITE DISTRICT,LINCOLN SCHOOL,Elem/Middle/Jr High School,235,600,C,98.73%,100%,29,50,35,50,29,50,27,50,34,50,30,50,18,100,17,100,16,100,NA,NA,NA,NA
GRANITE DISTRICT,MAGNA SCHOOL,Elem/Middle/Jr High School,210,600,D,100%,100%,27,50,27,50,17,50,29,50,24,50,20,50,23,100,25,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,MILL CREEK SCHOOL,Elem/Middle/Jr High School,262,600,C,98.62%,99%,26,50,33,50,33,50,28,50,33,50,28,50,21,100,31,100,29,100,NA,NA,NA,NA
GRANITE DISTRICT,MONROE SCHOOL,Elem/Middle/Jr High School,284,600,C,98.93%,98.14%,31,50,36,50,37,50,35,50,35,50,36,50,23,100,27,100,24,100,NA,NA,NA,NA
GRANITE DISTRICT,MORNINGSIDE SCHOOL,Elem/Middle/Jr High School,382,600,A,99.91%,100%,33,50,35,50,27,50,25,50,38,50,26,50,66,100,67,100,65,100,NA,NA,NA,NA
GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,Elem/Middle/Jr High School,392,600,A,99.27%,100%,31,50,40,50,42,50,33,50,40,50,43,50,50,100,58,100,55,100,NA,NA,NA,NA
GRANITE DISTRICT,OAKRIDGE SCHOOL,Elem/Middle/Jr High School,334,600,B,100%,100%,27,50,30,50,21,50,26,50,25,50,24,50,58,100,67,100,56,100,NA,NA,NA,NA
GRANITE DISTRICT,OAKWOOD SCHOOL,Elem/Middle/Jr High School,360,600,B,99.4%,100%,34,50,36,50,31,50,19,50,34,50,34,50,56,100,59,100,57,100,NA,NA,NA,NA
GRANITE DISTRICT,OLYMPUS HIGH,High School Report,511,900,B,98.15%,96.94%,29,50,34,50,33,50,29,50,33,50,30,50,49,100,39,100,45,100,134,150,56,150
GRANITE DISTRICT,OLYMPUS JR HIGH,Elem/Middle/Jr High School,372,600,B,99.66%,99.62%,31,50,34,50,33,50,36,50,33,50,35,50,56,100,56,100,58,100,NA,NA,NA,NA
GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,Elem/Middle/Jr High School,214,600,D,95.58%,95.45%,24,50,29,50,29,50,28,50,30,50,28,50,15,100,15,100,16,100,NA,NA,NA,NA
GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,Elem/Middle/Jr High School,210,600,D,97.8%,99.29%,26,50,20,50,29,50,24,50,19,50,27,50,18,100,23,100,24,100,NA,NA,NA,NA
GRANITE DISTRICT,PIONEER SCHOOL,Elem/Middle/Jr High School,204,600,D,96.69%,100%,29,50,23,50,25,50,31,50,27,50,22,50,16,100,17,100,14,100,NA,NA,NA,NA
GRANITE DISTRICT,PLEASANT GREEN SCHOOL,Elem/Middle/Jr High School,223,600,F,92.68%,96.2%,21,50,29,50,29,50,22,50,29,50,28,50,15,100,26,100,24,100,NA,NA,NA,NA
GRANITE DISTRICT,PLYMOUTH SCHOOL,Elem/Middle/Jr High School,248,600,C,100%,100%,34,50,23,50,38,50,32,50,23,50,35,50,24,100,18,100,21,100,NA,NA,NA,NA
GRANITE DISTRICT,REDWOOD SCHOOL,Elem/Middle/Jr High School,226,600,D,99.81%,100%,25,50,29,50,33,50,26,50,31,50,35,50,14,100,18,100,15,100,NA,NA,NA,NA
GRANITE DISTRICT,ROBERT FROST SCHOOL,Elem/Middle/Jr High School,251,600,C,99.5%,100%,29,50,30,50,28,50,29,50,31,50,31,50,26,100,30,100,17,100,NA,NA,NA,NA
GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,Elem/Middle/Jr High School,308,600,B,98.84%,99.53%,34,50,34,50,38,50,38,50,29,50,37,50,31,100,38,100,29,100,NA,NA,NA,NA
GRANITE DISTRICT,ROOSEVELT SCHOOL,Elem/Middle/Jr High School,268,600,C,99.19%,100%,34,50,35,50,32,50,34,50,34,50,29,50,23,100,25,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,ROSECREST SCHOOL,Elem/Middle/Jr High School,357,600,B,100%,100%,34,50,37,50,32,50,35,50,29,50,25,50,54,100,52,100,59,100,NA,NA,NA,NA
GRANITE DISTRICT,SCOTT M MATHESON JR HIGH,Elem/Middle/Jr High School,233,600,C,99.09%,98.83%,24,50,29,50,30,50,27,50,30,50,30,50,22,100,21,100,20,100,NA,NA,NA,NA
GRANITE DISTRICT,SILVER HILLS SCHOOL,Elem/Middle/Jr High School,216,600,F,87.21%,91.79%,25,50,26,50,35,50,28,50,23,50,33,50,10,100,17,100,19,100,NA,NA,NA,NA
GRANITE DISTRICT,SKYLINE HIGH,High School Report,566,900,B,99.77%,99.66%,31,50,26,50,27,50,32,50,36,50,34,50,62,100,39,100,52,100,141,150,86,150
GRANITE DISTRICT,SOUTH KEARNS SCHOOL,Elem/Middle/Jr High School,159,600,F,99.36%,99.49%,20,50,17,50,20,50,26,50,13,50,20,50,12,100,21,100,10,100,NA,NA,NA,NA
GRANITE DISTRICT,SPRING LANE SCHOOL,Elem/Middle/Jr High School,291,600,C,100%,100%,28,50,29,50,23,50,29,50,31,50,22,50,40,100,43,100,46,100,NA,NA,NA,NA
GRANITE DISTRICT,STANSBURY SCHOOL,Elem/Middle/Jr High School,242,600,C,99.54%,100%,24,50,29,50,29,50,29,50,32,50,31,50,21,100,29,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,TAYLORSVILLE HIGH,High School Report,357,900,D,97.74%,97.31%,23,50,26,50,23,50,28,50,30,50,26,50,24,100,13,100,20,100,124,150,20,150
GRANITE DISTRICT,TAYLORSVILLE SCHOOL,Elem/Middle/Jr High School,226,600,D,99.52%,99.54%,24,50,28,50,29,50,26,50,21,50,29,50,20,100,24,100,25,100,NA,NA,NA,NA
GRANITE DISTRICT,THOMAS JEFFERSON JR HIGH,Elem/Middle/Jr High School,200,600,D,99.15%,99.1%,15,50,26,50,28,50,20,50,26,50,28,50,14,100,21,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,THOMAS W BACCHUS SCHOOL,Elem/Middle/Jr High School,221,600,D,94.62%,100%,22,50,27,50,32,50,24,50,31,50,33,50,19,100,19,100,14,100,NA,NA,NA,NA
GRANITE DISTRICT,TWIN PEAKS SCHOOL,Elem/Middle/Jr High School,281,600,D,95.69%,92.95%,27,50,36,50,31,50,25,50,33,50,28,50,30,100,34,100,37,100,NA,NA,NA,NA
GRANITE DISTRICT,UPLAND TERRACE SCHOOL,Elem/Middle/Jr High School,336,600,C,98%,92.04%,30,50,31,50,31,50,26,50,32,50,29,50,54,100,55,100,48,100,NA,NA,NA,NA
GRANITE DISTRICT,VALLEY CREST SCHOOL,Elem/Middle/Jr High School,281,600,C,99.25%,100%,25,50,29,50,28,50,34,50,34,50,32,50,35,100,30,100,34,100,NA,NA,NA,NA
GRANITE DISTRICT,VALLEY JR HIGH,Elem/Middle/Jr High School,189,600,D,99.48%,99.38%,20,50,21,50,24,50,23,50,23,50,25,50,19,100,18,100,16,100,NA,NA,NA,NA
GRANITE DISTRICT,VISTA SCHOOL,Elem/Middle/Jr High School,269,600,C,99.62%,100%,27,50,26,50,33,50,29,50,29,50,32,50,29,100,34,100,30,100,NA,NA,NA,NA
GRANITE DISTRICT,WASATCH JR HIGH,Elem/Middle/Jr High School,370,600,B,99.85%,100%,30,50,31,50,29,50,33,50,34,50,32,50,63,100,61,100,57,100,NA,NA,NA,NA
GRANITE DISTRICT,WEST KEARNS SCHOOL,Elem/Middle/Jr High School,231,600,C,99.83%,100%,27,50,28,50,23,50,28,50,32,50,25,50,21,100,25,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,WEST LAKE JR HIGH,Elem/Middle/Jr High School,162,600,F,99.29%,99.68%,13,50,24,50,21,50,16,50,26,50,22,50,9,100,17,100,14,100,NA,NA,NA,NA
GRANITE DISTRICT,WEST VALLEY SCHOOL,Elem/Middle/Jr High School,227,600,D,99.38%,100%,26,50,28,50,28,50,26,50,24,50,24,50,23,100,28,100,20,100,NA,NA,NA,NA
GRANITE DISTRICT,WESTBROOK SCHOOL,Elem/Middle/Jr High School,239,600,C,99.79%,98.94%,25,50,25,50,20,50,29,50,27,50,24,50,29,100,32,100,28,100,NA,NA,NA,NA
GRANITE DISTRICT,WESTERN HILLS SCHOOL,Elem/Middle/Jr High School,304,600,B,100%,100%,39,50,39,50,31,50,40,50,41,50,38,50,26,100,33,100,17,100,NA,NA,NA,NA
GRANITE DISTRICT,WHITTIER SCHOOL,Elem/Middle/Jr High School,241,600,D,91.99%,93.35%,25,50,29,50,34,50,28,50,29,50,31,50,20,100,23,100,22,100,NA,NA,NA,NA
GRANITE DISTRICT,WILLIAM PENN SCHOOL,Elem/Middle/Jr High School,318,600,B,99.69%,100%,26,50,28,50,27,50,34,50,24,50,26,50,47,100,52,100,54,100,NA,NA,NA,NA
GRANITE DISTRICT,WOODROW WILSON SCHOOL,Elem/Middle/Jr High School,220,600,D,98.15%,98.8%,31,50,20,50,27,50,30,50,22,50,27,50,21,100,24,100,18,100,NA,NA,NA,NA
GRANITE DISTRICT,WOODSTOCK SCHOOL,Elem/Middle/Jr High School,313,600,C,95.15%,93.48%,29,50,30,50,27,50,34,50,35,50,27,50,45,100,48,100,38,100,NA,NA,NA,NA
GUADALUPE SCHOOL,GUADALUPE SCHOOL,Elem/Middle/Jr High School,221,600,D,100%,100%,26,50,30,50,26,50,29,50,29,50,25,50,20,100,18,100,18,100,NA,NA,NA,NA
HAWTHORN ACADEMY,HAWTHORN ACADEMY,Elem/Middle/Jr High School,335,600,B,98.64%,96.79%,33,50,31,50,27,50,39,50,31,50,32,50,47,100,49,100,46,100,NA,NA,NA,NA
HIGHMARK CHARTER SCHOOL,HIGHMARK CHARTER SCHOOL,Elem/Middle/Jr High School,303,600,B,99.63%,99.1%,25,50,34,50,32,50,21,50,34,50,34,50,37,100,43,100,43,100,NA,NA,NA,NA
INTECH COLLEGIATE HIGH SCHOOL,INTECH COLLEGIATE HIGH SCHOOL,High School Report,661,900,A,99.43%,100%,79,100,80,100,72,100,NA,NA,NA,NA,NA,NA,76,100,60,100,71,100,128,150,95,150
IRON DISTRICT,CANYON VIEW HIGH,High School Report,413,900,C,98.51%,97.27%,28,50,26,50,26,50,22,50,33,50,27,50,39,100,21,100,41,100,128,150,22,150
IRON DISTRICT,CANYON VIEW MIDDLE,Elem/Middle/Jr High School,268,600,C,99.88%,99.71%,24,50,22,50,26,50,25,50,21,50,23,50,41,100,37,100,49,100,NA,NA,NA,NA
IRON DISTRICT,CEDAR CITY HIGH,High School Report,448,900,C,99.67%,98.18%,32,50,33,50,25,50,26,50,35,50,26,50,45,100,31,100,46,100,118,150,31,150
IRON DISTRICT,CEDAR EAST SCHOOL,Elem/Middle/Jr High School,328,600,B,100%,100%,30,50,34,50,31,50,36,50,35,50,32,50,37,100,46,100,47,100,NA,NA,NA,NA
IRON DISTRICT,CEDAR MIDDLE,Elem/Middle/Jr High School,300,600,C,99.81%,99.46%,30,50,30,50,25,50,25,50,24,50,21,50,47,100,45,100,53,100,NA,NA,NA,NA
IRON DISTRICT,CEDAR NORTH SCHOOL,Elem/Middle/Jr High School,221,600,D,100%,100%,30,100,39,100,30,100,NA,NA,NA,NA,NA,NA,33,100,42,100,47,100,NA,NA,NA,NA
IRON DISTRICT,CEDAR SOUTH SCHOOL,Elem/Middle/Jr High School,362,600,B,100%,100%,33,50,32,50,33,50,44,50,36,50,28,50,43,100,55,100,58,100,NA,NA,NA,NA
IRON DISTRICT,ENOCH SCHOOL,Elem/Middle/Jr High School,333,600,B,99.88%,100%,25,50,28,50,30,50,35,50,33,50,32,50,48,100,55,100,47,100,NA,NA,NA,NA
IRON DISTRICT,ESCALANTE VALLEY SCHOOL,Elem/Middle/Jr High School,399,600,A,98.41%,100%,41,50,36,50,33,50,120,150,NA,NA,NA,NA,56,100,58,100,55,100,NA,NA,NA,NA
IRON DISTRICT,FIDDLERS CANYON SCHOOL,Elem/Middle/Jr High School,343,600,B,100%,100%,33,50,31,50,24,50,61,75,35,75,NA,NA,49,100,50,100,60,100,NA,NA,NA,NA
