District,School,School Type,Overall Points,Overall Possible,Grade,All Students Participation,Below Proficient Participation,Growth ELA All Students,Growth ELA All Students Possible,Growth Math All Students,Growth Math All Students Possible,Growth Science All Students,Growth Science All Students Possible,Growth ELA Below Proficient,Growth ELA Below Proficient Possible,Growth Math Below Proficient,Growth Math Below Proficient Possible,Growth Science Below Proficient,Growth Science Below Proficient Possible,ELA Proficient,ELA Proficient Possible,Math Proficient,Math Proficient Possible,Science Proficient,Science Proficient Possible,College Career Readiness GRAD,College Career Readiness GRAD Possible,Number of Students Meeting All Four CCR Benchmarks ACT,College Career Readiness ACT Possible
WASHINGTON DISTRICT,HURRICANE SCHOOL,Elem/Middle/Jr High School,349,600,B,100%,100%,37,50,38,50,31,50,25,50,38,50,25,50,50,100,54,100,51,100,NA,NA,NA,NA
WASHINGTON DISTRICT,LA VERKIN SCHOOL,Elem/Middle/Jr High School,342,600,B,100%,100%,34,50,34,50,36,50,29,50,31,50,39,50,45,100,49,100,45,100,NA,NA,NA,NA
WASHINGTON DISTRICT,LAVA RIDGE INTERMEDIATE,Elem/Middle/Jr High School,356,600,B,100%,100%,35,50,32,50,40,50,36,50,32,50,38,50,45,100,40,100,58,100,NA,NA,NA,NA
WASHINGTON DISTRICT,LITTLE VALLEY SCHOOL,Elem/Middle/Jr High School,387,600,A,100%,100%,31,50,43,50,31,50,36,50,45,50,27,50,48,100,63,100,63,100,NA,NA,NA,NA
WASHINGTON DISTRICT,PANORAMA SCHOOL,Elem/Middle/Jr High School,256,600,C,100%,100%,25,50,31,50,20,50,23,50,27,50,33,50,36,100,37,100,24,100,NA,NA,NA,NA
WASHINGTON DISTRICT,PINE VIEW HIGH,High School Report,451,900,C,99.48%,98.85%,33,50,29,50,26,50,38,50,28,50,29,50,44,100,24,100,37,100,130,150,33,150
WASHINGTON DISTRICT,PINE VIEW MIDDLE,Elem/Middle/Jr High School,352,600,B,99.92%,100%,41,50,28,50,30,50,43,50,29,50,34,50,55,100,34,100,58,100,NA,NA,NA,NA
WASHINGTON DISTRICT,RED MOUNTAIN SCHOOL,Elem/Middle/Jr High School,286,600,C,99.83%,100%,25,50,31,50,30,50,29,50,24,50,32,50,35,100,43,100,37,100,NA,NA,NA,NA
WASHINGTON DISTRICT,RIVERSIDE SCHOOL,Elem/Middle/Jr High School,343,600,B,100%,100%,31,50,33,50,20,50,27,50,41,50,28,50,56,100,53,100,54,100,NA,NA,NA,NA
WASHINGTON DISTRICT,SANDSTONE SCHOOL,Elem/Middle/Jr High School,315,600,B,100%,100%,28,50,37,50,24,50,26,50,35,50,32,50,40,100,52,100,41,100,NA,NA,NA,NA
WASHINGTON DISTRICT,SANTA CLARA SCHOOL,Elem/Middle/Jr High School,394,600,A,100%,100%,32,50,36,50,23,50,NA,NA,138,150,NA,NA,54,100,58,100,53,100,NA,NA,NA,NA
WASHINGTON DISTRICT,SNOW CANYON HIGH,High School Report,452,900,C,100%,100%,29,50,29,50,23,50,29,50,32,50,21,50,46,100,32,100,41,100,138,150,32,150
WASHINGTON DISTRICT,SNOW CANYON MIDDLE,Elem/Middle/Jr High School,348,600,B,99.84%,99.65%,38,50,30,50,31,50,41,50,27,50,32,50,51,100,40,100,58,100,NA,NA,NA,NA
WASHINGTON DISTRICT,SPRINGDALE SCHOOL,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,150,53,150,NA,NA,NA,NA,NA,NA
WASHINGTON DISTRICT,SUNRISE RIDGE INTERMEDIATE,Elem/Middle/Jr High School,395,600,A,100%,100%,30,50,35,50,43,50,25,50,31,50,44,50,55,100,55,100,77,100,NA,NA,NA,NA
WASHINGTON DISTRICT,SUNSET SCHOOL,Elem/Middle/Jr High School,322,600,B,100%,100%,32,50,30,50,26,50,33,50,32,50,27,50,50,100,50,100,42,100,NA,NA,NA,NA
WASHINGTON DISTRICT,THREE FALLS SCHOOL,Elem/Middle/Jr High School,361,600,B,100%,100%,37,50,41,50,30,50,41,50,40,50,35,50,47,100,46,100,44,100,NA,NA,NA,NA
WASHINGTON DISTRICT,TONAQUINT INTERMEDIATE,Elem/Middle/Jr High School,314,600,B,99.54%,99.15%,29,50,35,50,29,50,32,50,28,50,21,50,45,100,48,100,47,100,NA,NA,NA,NA
WASHINGTON DISTRICT,WASHINGTON COUNTY ONLINE HIGH SCHOOL,High School Report,0,0,,100%,100%,54,100,46,100,42,100,NA,NA,NA,NA,NA,NA,38,100,24,100,37,100,30,150,NA,NA
WASHINGTON DISTRICT,WASHINGTON COUNTY ONLINE SCHOOL,Elem/Middle/Jr High School,303,600,B,100%,100%,28,50,29,50,36,50,47,75,55,75,NA,NA,42,100,26,100,40,100,NA,NA,NA,NA
WASHINGTON DISTRICT,WASHINGTON SCHOOL,Elem/Middle/Jr High School,263,600,C,100%,100%,23,50,29,50,32,50,21,50,28,50,29,50,36,100,41,100,24,100,NA,NA,NA,NA
WAYNE DISTRICT,HANKSVILLE SCHOOL,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,150,90,150,NA,NA,NA,NA,NA,NA
WAYNE DISTRICT,LOA SCHOOL,Elem/Middle/Jr High School,379,600,B,100%,100%,37,50,39,50,33,50,38,50,45,50,27,50,52,100,61,100,47,100,NA,NA,NA,NA
WAYNE DISTRICT,WAYNE HIGH,High School Report,507,900,B,100%,100%,41,50,29,50,32,50,NA,NA,53,75,60,75,61,100,27,100,38,100,141,150,25,150
WAYNE DISTRICT,WAYNE MIDDLE,Elem/Middle/Jr High School,319,600,B,99.15%,100%,39,50,23,50,36,50,41,50,23,50,33,50,49,100,30,100,45,100,NA,NA,NA,NA
WEBER DISTRICT,BATES SCHOOL,Elem/Middle/Jr High School,300,600,C,100%,100%,30,50,32,50,24,50,26,50,35,50,19,50,41,100,49,100,44,100,NA,NA,NA,NA
WEBER DISTRICT,BONNEVILLE HIGH,High School Report,402,900,C,99.14%,97.99%,27,50,24,50,28,50,34,50,24,50,29,50,29,100,11,100,30,100,132,150,34,150
WEBER DISTRICT,CLUB HEIGHTS SCHOOL,Elem/Middle/Jr High School,264,600,C,100%,100%,32,50,34,50,27,50,34,50,40,50,22,50,26,100,24,100,25,100,NA,NA,NA,NA
WEBER DISTRICT,COUNTRY VIEW SCHOOL,Elem/Middle/Jr High School,253,600,C,100%,100%,33,50,21,50,20,50,36,50,22,50,12,50,39,100,33,100,37,100,NA,NA,NA,NA
WEBER DISTRICT,FARR WEST SCHOOL,Elem/Middle/Jr High School,320,600,B,100%,100%,31,50,33,50,21,50,34,50,33,50,27,50,39,100,48,100,54,100,NA,NA,NA,NA
WEBER DISTRICT,FREEDOM SCHOOL,Elem/Middle/Jr High School,276,600,C,100%,100%,28,50,29,50,26,50,27,50,22,50,27,50,39,100,42,100,36,100,NA,NA,NA,NA
WEBER DISTRICT,FREMONT HIGH,High School Report,515,900,B,99.11%,98.39%,43,50,35,50,33,50,43,50,32,50,34,50,54,100,26,100,38,100,141,150,36,150
WEBER DISTRICT,GREEN ACRES SCHOOL,Elem/Middle/Jr High School,256,600,C,100%,100%,26,50,23,50,24,50,21,50,23,50,18,50,42,100,39,100,40,100,NA,NA,NA,NA
WEBER DISTRICT,H GUY CHILD SCHOOL,Elem/Middle/Jr High School,278,600,C,100%,100%,23,50,22,50,23,50,26,50,29,50,25,50,42,100,44,100,44,100,NA,NA,NA,NA
WEBER DISTRICT,HOOPER SCHOOL,Elem/Middle/Jr High School,377,600,B,99.9%,100%,40,50,38,50,40,50,37,50,34,50,41,50,48,100,50,100,49,100,NA,NA,NA,NA
WEBER DISTRICT,KANESVILLE SCHOOL,Elem/Middle/Jr High School,364,600,B,99.59%,100%,35,50,34,50,33,50,38,50,42,50,30,50,52,100,49,100,51,100,NA,NA,NA,NA
WEBER DISTRICT,LAKEVIEW SCHOOL,Elem/Middle/Jr High School,238,600,C,100%,100%,31,50,27,50,29,50,28,50,27,50,27,50,18,100,20,100,31,100,NA,NA,NA,NA
WEBER DISTRICT,LOMOND VIEW SCHOOL,Elem/Middle/Jr High School,388,600,A,99.79%,100%,35,50,32,50,27,50,45,50,34,50,34,50,59,100,58,100,64,100,NA,NA,NA,NA
WEBER DISTRICT,MAJESTIC SCHOOL,Elem/Middle/Jr High School,313,600,B,100%,100%,33,50,31,50,34,50,32,50,27,50,31,50,39,100,41,100,45,100,NA,NA,NA,NA
WEBER DISTRICT,MARLON HILLS SCHOOL,Elem/Middle/Jr High School,308,600,B,99.07%,97.87%,34,50,26,50,34,50,27,50,21,50,29,50,45,100,45,100,47,100,NA,NA,NA,NA
WEBER DISTRICT,MIDLAND SCHOOL,Elem/Middle/Jr High School,292,600,C,100%,100%,29,50,28,50,32,50,30,50,22,50,29,50,37,100,40,100,45,100,NA,NA,NA,NA
WEBER DISTRICT,MUNICIPAL SCHOOL,Elem/Middle/Jr High School,280,600,C,100%,100%,26,50,31,50,35,50,30,50,35,50,35,50,29,100,31,100,28,100,NA,NA,NA,NA
WEBER DISTRICT,NORTH OGDEN JR HIGH,Elem/Middle/Jr High School,325,600,B,99.89%,99.39%,33,50,30,50,29,50,38,50,32,50,33,50,46,100,41,100,43,100,NA,NA,NA,NA
WEBER DISTRICT,NORTH OGDEN SCHOOL,Elem/Middle/Jr High School,259,600,C,100%,100%,25,50,22,50,25,50,29,50,24,50,26,50,34,100,37,100,37,100,NA,NA,NA,NA
WEBER DISTRICT,NORTH PARK SCHOOL,Elem/Middle/Jr High School,319,600,B,100%,100%,33,50,37,50,36,50,31,50,35,50,34,50,33,100,33,100,47,100,NA,NA,NA,NA
WEBER DISTRICT,ORION JR HIGH,Elem/Middle/Jr High School,355,600,B,99.86%,100%,33,50,35,50,35,50,39,50,34,50,31,50,45,100,45,100,58,100,NA,NA,NA,NA
WEBER DISTRICT,PIONEER SCHOOL,Elem/Middle/Jr High School,293,600,C,100%,100%,29,50,31,50,31,50,26,50,30,50,26,50,37,100,37,100,46,100,NA,NA,NA,NA
WEBER DISTRICT,PLAIN CITY SCHOOL,Elem/Middle/Jr High School,373,600,B,100%,100%,35,50,37,50,39,50,36,50,38,50,38,50,48,100,51,100,51,100,NA,NA,NA,NA
WEBER DISTRICT,RIVERDALE SCHOOL,Elem/Middle/Jr High School,322,600,B,99.88%,99.52%,32,50,34,50,39,50,31,50,34,50,39,50,37,100,36,100,40,100,NA,NA,NA,NA
WEBER DISTRICT,ROCKY MOUNTAIN JR HIGH,Elem/Middle/Jr High School,294,600,C,99.62%,98.9%,30,50,29,50,27,50,33,50,25,50,30,50,36,100,41,100,43,100,NA,NA,NA,NA
WEBER DISTRICT,ROOSEVELT SCHOOL,Elem/Middle/Jr High School,269,600,C,99.88%,100%,28,50,30,50,24,50,23,50,31,50,28,50,34,100,38,100,33,100,NA,NA,NA,NA
WEBER DISTRICT,ROY HIGH,High School Report,440,900,D,96.98%,94.16%,33,50,30,50,34,50,38,50,38,50,35,50,34,100,17,100,32,100,114,150,35,150
WEBER DISTRICT,ROY JR HIGH,Elem/Middle/Jr High School,234,600,C,99.51%,99.53%,32,50,24,50,24,50,36,50,28,50,25,50,26,100,17,100,22,100,NA,NA,NA,NA
WEBER DISTRICT,ROY SCHOOL,Elem/Middle/Jr High School,242,600,C,99.87%,100%,25,50,30,50,25,50,26,50,35,50,28,50,23,100,25,100,25,100,NA,NA,NA,NA
WEBER DISTRICT,SAND RIDGE JR HIGH,Elem/Middle/Jr High School,286,600,C,99.61%,99.82%,31,50,30,50,33,50,38,50,28,50,33,50,27,100,26,100,40,100,NA,NA,NA,NA
WEBER DISTRICT,SNOWCREST JR HIGH,Elem/Middle/Jr High School,308,600,B,100%,100%,28,50,34,50,24,50,33,50,32,50,26,50,42,100,40,100,49,100,NA,NA,NA,NA
WEBER DISTRICT,SOUTH OGDEN JR HIGH,Elem/Middle/Jr High School,278,600,C,99.44%,99.03%,28,50,28,50,30,50,34,50,28,50,29,50,33,100,28,100,40,100,NA,NA,NA,NA
WEBER DISTRICT,T H BELL JR HIGH,Elem/Middle/Jr High School,234,600,C,99.47%,98.61%,29,50,21,50,26,50,26,50,24,50,27,50,32,100,18,100,31,100,NA,NA,NA,NA
WEBER DISTRICT,UINTAH SCHOOL,Elem/Middle/Jr High School,339,600,B,99.55%,99.06%,30,50,30,50,41,50,32,50,29,50,42,50,45,100,41,100,49,100,NA,NA,NA,NA
WEBER DISTRICT,VALLEY SCHOOL,Elem/Middle/Jr High School,302,600,C,100%,100%,30,50,29,50,27,50,30,50,29,50,29,50,42,100,42,100,44,100,NA,NA,NA,NA
WEBER DISTRICT,VALLEY VIEW SCHOOL,Elem/Middle/Jr High School,306,600,B,100%,100%,35,50,31,50,29,50,37,50,39,50,33,50,38,100,32,100,32,100,NA,NA,NA,NA
WEBER DISTRICT,WAHLQUIST JR HIGH,Elem/Middle/Jr High School,342,600,B,100%,100%,36,50,36,50,35,50,38,50,36,50,34,50,41,100,42,100,44,100,NA,NA,NA,NA
WEBER DISTRICT,WASHINGTON TERRACE SCHOOL,Elem/Middle/Jr High School,263,600,C,100%,100%,29,50,27,50,32,50,33,50,29,50,33,50,31,100,24,100,25,100,NA,NA,NA,NA
WEBER DISTRICT,WEBER BASIN JOB CORPS,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,150,NA,NA
WEBER DISTRICT,WEBER HIGH,High School Report,526,900,B,98.94%,97.14%,36,50,34,50,33,50,38,50,28,50,31,50,50,100,34,100,55,100,139,150,48,150
WEBER DISTRICT,WEST HAVEN SCHOOL,Elem/Middle/Jr High School,260,600,C,100%,100%,25,50,24,50,23,50,28,50,28,50,28,50,34,100,30,100,40,100,NA,NA,NA,NA
WEBER DISTRICT,WEST WEBER SCHOOL,Elem/Middle/Jr High School,236,600,C,100%,100%,22,50,23,50,19,50,21,50,29,50,17,50,30,100,38,100,37,100,NA,NA,NA,NA
WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Elem/Middle/Jr High School,364,600,B,100%,100%,31,50,30,50,33,50,41,50,26,50,40,50,61,100,46,100,56,100,NA,NA,NA,NA
